id	comm_id
1061	5
1062	27
1063	29
1064	27
1065	51
1066	56
1067	30
1068	42
1069	27
1070	27
1071	41
1072	19
1073	34
1074	16
1075	20
1076	23
1077	16
1078	52
1079	58
1080	17
1081	53
1082	52
1083	59
1084	22
1085	24
1086	32
1087	8
1088	31
1089	40
1090	25
1091	36
1092	19
1093	22
1094	5
1095	42
1096	52
1097	9
1098	15
1099	37
1100	35
1101	22
1102	8
1103	39
1104	65
1105	6
1106	48
1107	16
1108	28
1109	5
1110	34
1111	39
1112	54
1113	34
1114	4
1115	25
1116	48
1117	33
1118	62
1119	60
1120	24
1121	24
1122	62
1123	55
1124	38
1125	15
1126	16
1127	11
1128	63
1129	32
1130	49
1131	43
1132	30
1133	38
1134	51
1135	13
1136	28
1137	8
1138	10
1139	5
1140	35
1141	27
1142	43
1143	47
1144	56
1145	53
1146	13
1147	29
1148	47
1149	63
1150	35
1151	7
1152	42
1153	7
1154	29
1155	1
1156	45
1157	13
1158	27
1159	11
1160	30
1161	0
1162	65
1163	23
1164	30
1165	4
1166	50
1167	20
1168	10
1169	60
1170	50
1171	40
1172	64
1173	5
1174	30
1175	57
1176	51
1177	25
1178	9
1179	38
1180	33
1181	1
1182	19
1183	43
1184	4
1185	49
1186	24
1187	57
1188	7
1189	15
1190	24
1191	41
1192	29
1193	10
1194	38
1195	5
1196	38
1197	16
1198	8
1199	3
1200	52
1201	41
1202	12
1203	51
1204	18
1205	47
1206	61
1207	19
1208	50
1209	59
1210	45
1211	39
1212	62
1213	38
1214	31
1215	12
1216	39
1217	13
1218	61
1219	60
1220	63
1221	40
1222	62
1223	34
1224	14
1225	35
1226	25
1227	16
1228	22
1229	26
1230	45
1231	16
1232	46
1233	47
1234	60
1235	8
1236	6
1237	24
1238	30
1239	13
1240	24
1241	52
1242	28
1243	12
1244	46
1245	42
1246	5
1247	43
1248	12
1249	62
1250	48
1251	13
1252	9
1253	28
1254	9
1255	37
1256	18
1257	12
1258	28
1259	41
1260	0
1261	50
1262	38
1263	13
1264	24
1265	33
1266	20
1267	31
1268	29
1269	24
1270	22
1271	16
1272	27
1273	43
1274	3
1275	7
1276	61
1277	10
1278	36
1279	61
1280	4
1281	28
1282	13
1283	41
1284	60
1285	55
1286	51
1287	46
1288	13
1289	33
1290	27
1291	19
1292	53
1293	3
1294	56
1295	55
1296	59
1297	6
1298	45
1299	34
1300	19
1301	27
1302	52
1303	12
1304	57
1305	4
1306	17
1307	22
1308	23
1309	60
1310	9
1311	5
1312	29
1313	36
1314	24
1315	57
1316	31
1317	44
1318	34
1319	22
1320	10
1321	33
1322	16
1323	34
1324	15
1325	1
1326	36
1327	60
1328	10
1329	47
1330	21
1331	54
1332	15
1333	40
1334	40
1335	24
1336	20
1337	40
1338	2
1339	60
1340	43
1341	31
1342	28
1343	58
1344	25
1345	30
1346	14
1347	21
1348	59
1349	44
1350	56
1351	65
1352	27
1353	4
1354	40
1355	49
1356	34
1357	19
1358	8
1359	19
1360	26
1361	42
1362	1
1363	13
1364	32
1365	29
1366	35
1367	20
1368	37
1369	29
1370	12
1371	31
1372	2
1373	34
1374	62
1375	15
1376	49
1377	8
1378	12
1379	19
1380	36
1381	23
1382	17
1383	5
1384	2
1385	22
1386	18
1387	63
1388	46
1389	57
1390	64
1391	54
1392	55
1393	40
1394	18
1395	65
1396	64
1397	18
1398	60
1399	28
1400	30
1401	49
1402	58
1403	61
1404	57
1405	0
1406	25
1407	65
1408	18
1409	60
1410	11
1411	5
1412	27
1413	38
1414	13
1415	0
1416	57
1417	14
1418	5
1419	34
1420	43
1421	26
1422	3
1423	55
1424	24
1425	6
1426	26
1427	10
1428	1
1429	57
1430	52
1431	64
1432	48
1433	28
1434	60
1435	5
1436	52
1437	12
1438	43
1439	10
1440	40
1441	43
1442	25
1443	21
1444	48
1445	29
1446	46
1447	57
1448	19
1449	0
1450	18
1451	49
1452	18
1453	55
1454	51
1455	53
1456	5
1457	1
1458	15
1459	4
1460	25
1461	18
1462	38
1463	42
1464	40
1465	1
1466	33
1467	53
1468	61
1469	0
1470	21
1471	16
1472	0
1473	15
1474	48
1475	36
1476	32
1477	28
1478	51
1479	45
1480	4
1481	48
1482	53
1483	21
1484	26
1485	30
1486	26
1487	46
1488	33
1489	34
1490	56
1491	19
1492	45
1493	64
1494	57
1495	11
1496	0
1497	2
1498	1
1499	65
1500	29
1501	43
1502	19
1503	12
1504	25
1505	40
1506	21
1507	36
1508	18
1509	13
1510	43
1511	40
1512	12
1513	34
1514	51
1515	39
1516	57
1517	18
1518	42
1519	34
1520	17
1521	14
1522	56
1523	40
1524	0
1525	31
1526	33
1527	48
1528	14
1529	65
1530	22
1531	18
1532	21
1533	61
1534	23
1535	24
1536	5
1537	45
1538	58
1539	41
1540	31
1541	60
1542	40
1543	54
1544	37
1545	64
1546	62
1547	45
1548	28
1549	12
1550	30
1551	9
1552	27
1553	19
1554	37
1555	16
1556	9
1557	63
1558	60
1559	60
1560	39
1561	62
1562	25
1563	40
1564	50
1565	43
1566	22
1567	61
1568	7
1569	25
1570	8
1571	42
1572	59
1573	16
1574	19
1575	19
1576	20
1577	62
1578	32
1579	45
1580	49
1581	8
1582	10
1583	58
1584	18
1585	4
1586	42
1587	51
1588	49
1589	55
1590	40
1591	24
1592	10
1593	26
1594	60
1595	43
1596	58
1597	41
1598	40
1599	32
1600	44
1601	11
1602	6
1603	40
1604	7
1605	4
1606	23
1607	53
1608	10
1609	55
1610	9
1611	30
1612	15
1613	3
1614	60
1615	14
1616	1
1617	10
1618	52
1619	54
1620	4
1621	62
1622	4
1623	5
1624	46
1625	54
1626	6
1627	55
1628	23
1629	35
1630	47
1631	43
1632	44
1633	56
1634	43
1635	52
1636	12
1637	24
1638	54
1639	20
1640	44
1641	32
1642	52
1643	9
1644	25
1645	23
1646	33
1647	17
1648	57
1649	36
1650	12
1651	26
1652	47
1653	54
1654	56
1655	51
1656	59
1657	17
1658	46
1659	35
1660	14
1661	59
1662	52
1663	42
1664	1
1665	30
1666	32
1667	37
1668	61
1669	53
1670	33
1671	0
1672	49
1673	22
1674	32
1675	41
1676	4
1677	12
1678	6
1679	4
1680	23
1681	26
1682	38
1683	40
1684	8
1685	65
1686	9
1687	43
1688	58
1689	42
1690	23
1691	21
1692	30
1693	58
1694	51
1695	22
1696	8
1697	25
1698	44
1699	26
1700	28
1701	8
1702	25
1703	49
1704	47
1705	30
1706	23
1707	47
1708	22
1709	5
1710	8
1711	65
1712	38
1713	62
1714	45
1715	0
1716	52
1717	43
1718	58
1719	21
1720	6
1721	0
1722	20
1723	59
1724	19
1725	6
1726	58
1727	24
1728	12
1729	6
1730	27
1731	26
1732	49
1733	63
1734	7
1735	54
1736	13
1737	54
1738	41
1739	61
1740	65
1741	41
1742	27
1743	58
1744	30
1745	11
1746	7
1747	4
1748	23
1749	6
1750	19
1751	50
1752	9
1753	11
1754	33
1755	34
1756	38
1757	50
1758	13
1759	0
1760	49
1761	0
1762	37
1763	62
1764	6
1765	35
1766	3
1767	35
1768	10
1769	8
1770	14
1771	17
1772	1
1773	45
1774	49
1775	61
1776	44
1777	40
1778	51
1779	16
1780	3
1781	30
1782	65
1783	18
1784	28
1785	19
1786	32
1787	34
1788	40
1789	7
1790	30
1791	33
1792	60
1793	59
1794	13
1795	41
1796	32
1797	53
1798	41
1799	42
1800	20
1801	42
1802	46
1803	28
1804	37
1805	12
1806	16
1807	39
1808	53
1809	10
1810	2
1811	42
1812	64
1813	44
1814	60
1815	3
1816	36
1817	57
1818	22
1819	65
1820	58
1821	6
1822	38
1823	25
1824	6
1825	14
1826	7
1827	18
1828	42
1829	65
1830	26
1831	25
1832	10
1833	57
1834	38
1835	47
1836	8
1837	5
1838	45
1839	50
1840	4
1841	12
1842	9
1843	46
1844	53
1845	3
1846	46
1847	46
1848	6
1849	41
1850	2
1851	55
1852	61
1853	48
1854	18
1855	27
1856	13
1857	61
1858	52
1859	47
1860	29
1861	49
1862	12
1863	11
1864	21
1865	0
1866	3
1867	26
1868	62
1869	41
1870	54
1871	57
1872	13
1873	46
1874	33
1875	18
1876	61
1877	65
1878	14
1879	19
1880	39
1881	15
1882	54
1883	24
1884	15
1885	52
1886	49
1887	40
1888	47
1889	54
1890	22
1891	8
1892	4
1893	53
1894	21
1895	28
1896	30
1897	7
1898	36
1899	55
1900	46
1901	27
1902	0
1903	29
1904	21
1905	42
1906	7
1907	20
1908	38
1909	58
1910	63
1911	21
1912	3
1913	48
1914	40
1915	15
1916	58
1917	58
1918	52
1919	2
1920	3
1921	0
1922	13
1923	61
1924	34
1925	11
1926	47
1927	33
1928	42
1929	35
1930	38
1931	8
1932	41
1933	60
1934	41
1935	3
1936	39
1937	54
1938	27
1939	6
1940	37
1941	50
1942	1
1943	18
1944	24
1945	65
1946	37
1947	22
1948	40
1949	23
1950	54
1951	16
1952	59
1953	48
1954	51
1955	58
1956	18
1957	26
1958	15
1959	38
1960	28
1961	36
1962	20
1963	53
1964	29
1965	21
1966	35
1967	20
1968	20
1969	55
1970	51
1971	21
1972	32
1973	22
1974	30
1975	12
1976	50
1977	43
1978	46
1979	23
1980	8
1981	25
1982	38
1983	16
1984	20
1985	37
1986	52
1987	22
1988	17
1989	7
1990	46
1991	30
1992	19
1993	48
1994	14
1995	64
1996	44
1997	40
1998	28
1999	10
2000	52
2001	8
2002	30
2003	39
2004	33
2005	32
2006	33
2007	24
2008	34
2009	59
2010	29
2011	27
2012	65
2013	14
2014	33
2015	7
2016	36
2017	3
2018	44
2019	35
2020	23
2021	1
2022	32
2023	25
2024	29
2025	59
2026	54
2027	19
2028	17
2029	47
2030	62
2031	31
2032	18
2033	30
2034	28
2035	39
2036	49
2037	13
2038	8
2039	52
2040	44
2041	56
2042	22
2043	0
2044	15
2045	58
2046	5
2047	15
2048	40
2049	4
2050	21
2051	0
2052	17
2053	58
2054	7
2055	62
2056	13
2057	17
2058	12
2059	45
2060	33
2061	50
2062	62
2063	18
2064	22
2065	4
2066	2
2067	57
2068	47
2069	48
2070	6
2071	6
2072	8
2073	54
2074	26
2075	62
2076	25
2077	7
2078	65
2079	63
2080	46
2081	33
2082	40
2083	3
2084	19
2085	28
2086	0
2087	11
2088	23
2089	23
2090	34
2091	23
2092	52
2093	65
2094	51
2095	6
2096	19
2097	50
2098	12
2099	37
2100	23
2101	12
2102	35
2103	46
2104	60
2105	47
2106	22
2107	50
2108	28
2109	55
2110	26
2111	1
2112	62
2113	1
2114	48
2115	50
2116	12
2117	20
2118	51
2119	29
2120	31
2121	60
2122	64
2123	54
2124	55
2125	34
2126	1
2127	50
2128	62
2129	5
2130	32
2131	2
2132	32
2133	59
2134	52
2135	53
2136	48
2137	38
2138	27
2139	49
2140	43
2141	47
2142	27
2143	59
2144	21
2145	61
2146	34
2147	56
2148	29
2149	64
2150	3
2151	25
2152	20
2153	23
2154	57
2155	63
2156	60
2157	64
2158	38
2159	58
2160	13
2161	37
2162	14
2163	54
2164	33
2165	23
2166	29
2167	10
2168	24
2169	16
2170	48
2171	48
2172	5
2173	45
2174	4
2175	10
2176	49
2177	25
2178	7
2179	33
2180	26
2181	33
2182	7
2183	35
2184	35
2185	45
2186	54
2187	56
2188	4
2189	65
2190	12
2191	24
2192	13
2193	38
2194	20
2195	45
2196	12
2197	53
2198	38
2199	64
2200	4
2201	64
2202	33
2203	38
2204	18
2205	32
2206	24
2207	24
2208	50
2209	35
2210	46
2211	13
2212	45
2213	33
2214	35
2215	37
2216	9
2217	3
2218	19
2219	24
2220	35
2221	4
2222	4
2223	21
2224	40
2225	43
2226	51
2227	62
2228	55
2229	46
2230	58
2231	39
2232	11
2233	1
2234	25
2235	50
2236	59
2237	31
2238	41
2239	63
2240	12
2241	3
2242	38
2243	41
2244	7
2245	55
2246	26
2247	62
2248	31
2249	2
2250	22
2251	2
2252	20
2253	11
2254	0
2255	42
2256	6
2257	23
2258	44
2259	40
2260	23
2261	47
2262	60
2263	51
2264	61
2265	59
2266	63
2267	17
2268	25
2269	34
2270	30
2271	22
2272	55
2273	52
2274	13
2275	58
2276	1
2277	17
2278	57
2279	51
2280	34
2281	37
2282	15
2283	57
2284	44
2285	27
2286	16
2287	11
2288	12
2289	10
2290	51
2291	34
2292	28
2293	34
2294	23
2295	55
2296	41
2297	51
2298	3
2299	35
2300	34
2301	38
2302	16
2303	60
2304	28
2305	38
2306	45
2307	59
2308	64
2309	45
2310	47
2311	34
2312	18
2313	22
2314	31
2315	0
2316	65
2317	24
2318	35
2319	42
2320	27
2321	10
2322	33
2323	34
2324	24
2325	51
2326	56
2327	50
2328	55
2329	59
2330	38
2331	2
2332	59
2333	35
2334	55
2335	7
2336	38
2337	1
2338	51
2339	46
2340	51
2341	63
2342	47
2343	50
2344	45
2345	18
2346	3
2347	17
2348	58
2349	47
2350	14
2351	13
2352	17
2353	38
2354	45
2355	11
2356	62
2357	33
2358	18
2359	42
2360	19
2361	16
2362	40
2363	48
2364	39
2365	6
2366	37
2367	53
2368	33
2369	52
2370	28
2371	19
2372	35
2373	23
2374	16
2375	60
2376	57
2377	50
2378	63
2379	18
2380	8
2381	28
2382	7
2383	28
2384	38
2385	39
2386	61
2387	28
2388	16
2389	20
2390	6
2391	49
2392	4
2393	5
2394	44
2395	28
2396	13
2397	29
2398	6
2399	38
2400	8
2401	43
2402	60
2403	52
2404	5
2405	63
2406	16
2407	0
2408	1
2409	56
2410	44
2411	10
2412	13
2413	52
2414	52
2415	29
2416	25
2417	42
2418	38
2419	25
2420	49
2421	18
2422	15
2423	57
2424	43
2425	27
2426	1
2427	27
2428	16
2429	54
2430	32
2431	32
2432	36
2433	50
2434	13
2435	9
2436	43
2437	25
2438	10
2439	21
2440	20
2441	45
2442	46
2443	3
2444	37
2445	51
2446	11
2447	62
2448	25
2449	28
2450	46
2451	37
2452	41
2453	52
2454	49
2455	16
2456	25
2457	19
2458	47
2459	33
2460	0
2461	15
2462	11
2463	8
2464	23
2465	43
2466	57
2467	11
2468	51
2469	24
2470	19
2471	29
2472	7
2473	19
2474	12
2475	22
2476	6
2477	0
2478	19
2479	19
2480	48
2481	41
2482	3
2483	37
2484	28
2485	24
2486	57
2487	1
2488	50
2489	14
2490	42
2491	63
2492	14
2493	46
2494	20
2495	51
2496	64
2497	65
2498	60
2499	59
2500	18
2501	7
2502	3
2503	12
2504	17
2505	39
2506	40
2507	5
2508	43
2509	56
2510	31
2511	15
2512	11
2513	40
2514	24
2515	17
2516	47
2517	42
2518	38
2519	55
2520	39
2521	37
2522	7
2523	26
2524	43
2525	58
2526	18
2527	44
2528	46
2529	58
2530	29
2531	4
2532	7
2533	17
2534	17
2535	14
2536	39
2537	6
2538	57
2539	30
2540	29
2541	2
2542	8
2543	64
2544	3
2545	62
2546	47
2547	11
2548	65
2549	1
2550	28
2551	35
2552	6
2553	27
2554	41
2555	21
2556	57
2557	44
2558	24
2559	57
2560	9
2561	38
2562	34
2563	47
2564	55
2565	48
2566	63
2567	18
2568	12
2569	24
2570	58
2571	26
2572	15
2573	27
2574	24
2575	42
2576	64
2577	53
2578	14
2579	7
2580	48
2581	4
2582	63
2583	18
2584	8
2585	0
2586	18
2587	63
2588	35
2589	55
2590	11
2591	5
2592	38
2593	63
2594	0
2595	33
2596	54
2597	49
2598	6
2599	22
2600	24
2601	64
2602	32
2603	54
2604	11
2605	15
2606	54
2607	65
2608	25
2609	24
2610	4
2611	30
2612	12
2613	5
2614	32
2615	64
2616	39
2617	58
2618	31
2619	8
2620	33
2621	32
2622	37
2623	47
2624	58
2625	62
2626	54
2627	18
2628	7
2629	51
2630	18
2631	59
2632	58
2633	23
2634	27
2635	4
2636	7
2637	25
2638	32
2639	6
2640	65
2641	48
2642	26
2643	39
2644	58
2645	3
2646	7
2647	10
2648	25
2649	61
2650	12
2651	40
2652	30
2653	10
2654	3
2655	6
2656	43
2657	60
2658	36
2659	65
2660	38
2661	11
2662	60
2663	0
2664	43
2665	23
2666	2
2667	2
2668	5
2669	33
2670	20
2671	57
2672	30
2673	58
2674	20
2675	40
2676	45
2677	65
2678	41
2679	41
2680	60
2681	62
2682	40
2683	54
2684	57
2685	3
2686	44
2687	18
2688	37
2689	14
2690	42
2691	23
2692	25
2693	34
2694	25
2695	33
2696	61
2697	46
2698	11
2699	53
2700	60
2701	27
2702	5
2703	11
2704	33
2705	65
2706	61
2707	34
2708	9
2709	44
2710	39
2711	9
2712	2
2713	14
2714	59
2715	27
2716	1
2717	57
2718	7
2719	17
2720	3
2721	62
2722	4
2723	46
2724	57
2725	27
2726	64
2727	42
2728	28
2729	65
2730	16
2731	63
2732	50
2733	6
2734	35
2735	24
2736	5
2737	43
2738	6
2739	10
2740	32
2741	33
2742	65
2743	24
2744	22
2745	52
2746	2
2747	5
2748	19
2749	8
2750	26
2751	6
2752	21
2753	4
2754	35
2755	52
2756	40
2757	58
2758	45
2759	63
2760	34
2761	20
2762	61
2763	44
2764	13
2765	29
2766	64
2767	58
2768	51
2769	56
2770	49
2771	4
2772	51
2773	12
2774	32
2775	48
2776	15
2777	29
2778	41
2779	30
2780	36
2781	60
2782	57
2783	40
2784	45
2785	10
2786	58
2787	12
2788	37
2789	51
2790	52
2791	9
2792	58
2793	3
2794	36
2795	58
2796	36
2797	38
2798	28
2799	47
2800	6
2801	16
2802	58
2803	5
2804	60
2805	18
2806	46
2807	36
2808	0
2809	44
2810	45
2811	57
2812	60
2813	8
2814	13
2815	30
2816	0
2817	25
2818	26
2819	57
2820	49
2821	43
2822	46
2823	0
2824	43
2825	4
2826	48
2827	57
2828	64
2829	0
2830	4
2831	63
2832	42
2833	30
2834	52
2835	59
2836	45
2837	50
2838	23
2839	19
2840	18
2841	8
2842	38
2843	32
2844	16
2845	37
2846	34
2847	43
2848	34
2849	37
2850	45
2851	18
2852	21
2853	58
2854	30
2855	37
2856	24
2857	58
2858	38
2859	33
2860	8
2861	41
2862	30
2863	65
2864	24
2865	29
2866	52
2867	53
2868	18
2869	51
2870	44
2871	20
2872	4
2873	37
2874	39
2875	35
2876	48
2877	27
2878	41
2879	25
2880	62
2881	37
2882	58
2883	48
2884	41
2885	43
2886	37
2887	37
2888	60
2889	12
2890	26
2891	51
2892	51
2893	29
2894	58
2895	13
2896	33
2897	27
2898	33
2899	11
2900	3
2901	22
2902	48
2903	26
2904	58
2905	8
2906	65
2907	6
2908	9
2909	23
2910	5
2911	20
2912	39
2913	64
2914	31
2915	43
2916	13
2917	27
2918	35
2919	29
2920	57
2921	61
2922	33
2923	52
2924	63
2925	22
2926	32
2927	35
2928	54
2929	53
2930	58
2931	27
2932	52
2933	46
2934	1
2935	30
2936	6
2937	16
2938	60
2939	4
2940	52
2941	43
2942	6
2943	13
2944	11
2945	29
2946	32
2947	43
2948	58
2949	51
2950	34
2951	24
2952	23
2953	53
2954	7
2955	25
2956	27
2957	52
2958	59
2959	31
2960	38
2961	8
2962	33
2963	25
2964	51
2965	39
2966	59
2967	12
2968	2
2969	52
2970	11
2971	22
2972	32
2973	5
2974	31
2975	53
2976	8
2977	27
2978	29
2979	17
2980	43
2981	65
2982	17
2983	11
2984	2
2985	12
2986	57
2987	13
2988	63
2989	47
2990	36
2991	11
2992	3
2993	13
2994	53
2995	26
2996	51
